_id	category	counts	completions	average	broad_cats	predicted_cats	Curator_or_Algorithm	name	description
zenodo.3744866	Symptoms	2	3	0.666666667	Diagnosis	['Information Sciences']	Curator	COVID-19 Symptom Tracker App Dataset	"The COVID Symptom Tracker (<a href=""https://covid.joinzoe.com/"">https://covid.joinzoe.com/</a>) mobile application was designed by doctors and scientists at King&#39;s College London, Guys and St Thomas&rsquo; Hospitals working in partnership with ZOE Global Ltd &ndash; a health science company. This research is led by Dr Tim Spector, professor of genetic epidemiology at King&rsquo;s College London and director of TwinsUK a scientific study of 15,000 identical and non-identical twins, which has been running for nearly three decades. The dataset schema includes: - Demographic Information (Year of Birth, Gender, Height, Weight, Postcode) - Health Screening Questions (Activity, Heart Disease, Diabetes, Lung Disease, Smoking Status, Kidney Disease, Chemotherapy, Immunosuppressants, Corticosteroids, Blood Pressure Medications, Previous COVID, COVID Symptoms, Needs Help, Housebound Problems, Help Availability, Mobility Aid) - COVID Testing Conducted - How You Feel? - Symptom Description - Location Information (Home, Hospital, Back From Hospital) - Treatment Received 

<strong>Dataset Access Request:&nbsp;<a href=""https://healthdatagateway.org/detail/9b604483-9cdc-41b2-b82c-14ee3dd705f6"">https://healthdatagateway.org/detail/9b604483-9cdc-41b2-b82c-14ee3dd705f6</a></strong> "
zenodo.3746892	Molecular epidemiology	2	3	0.666666667	Epidemiology	"['Mechanism', 'Treatment']"	Algorithm	All Atom Molecular Dynamics Simulations of Ritonavir at the Binding Pocket of SARS-CoV2 Main Protease	"Data includes all of the trajectories (2000) of classical all-atom molecular dynamics (MD) simulations of ritonavir at the binding pocket of SARS-CoV2 main protease target. In order to decrease the size of the file only protein and ligand trajectories were provided.&nbsp;&nbsp;Simulation has been performed with Desmond.&nbsp;Protein&ndash;ligand complexes were obtained by Glide/SP docking program. Complex was placed in the cubic boxes with explicit TIP3P water models that have 10.0 &Aring; thickness from surfaces of protein. The system is&nbsp;neutralized by adding counter ions, and salt solution of 0.15M NaCl was also used to adjust the concentration of the systems. The long-range electrostatic interactions were calculated by the particle mesh Ewald method. A cutoff 
radius of 9.0 &Aring; was used for both van der Waals and Coulombic interactions. The temperature was set as 310K initially, and Nose&ndash;Hoover thermostat was used for adjustment. Martyna&ndash;Tobias&ndash;Klein protocol was employed to control the pressure, which was set at 1.01325 bar. The time-step was assigned as 2.0 fs. The default values were used for minimization and equilibration steps, and finally 500 ns&nbsp;production run was performed for the simulation. 

&nbsp; "
zenodo.3749559	Classical epidemiology	2	3	0.666666667	Epidemiology	"['Transmission', 'Prevention']"		COVID-19_WORLD_2020	"This dataset contains quantitative data on the evolution of the COVID-19 pandemic of early 2020.&nbsp;The data has been obtained from the web https://www.worldometers.info/coronavirus with web scraping techniques (published on&nbsp;https://github.com/dmar10862/uoc_tipologia_y_ciclo_de_vida_de_los_datos_practica_1.git). 

Each row&nbsp;in the dataset is identified by the country&nbsp;and date. The columns are as follows: 

<ul>
	<li>total_cases: Total number of confirmed cases.</li>
	<li>new_cases: Number of new cases confirmed compared to the previous day.</li>
	<li>total_deaths: Total number of confirmed deaths.</li>
	<li>new_deaths: Number of new deaths confirmed compared to the previous day.</li>
	<li>total_recovered: Number of confirmed cases recovered.</li>
	<li>active_cases: Number of confirmed active cases.</li>
	<li>servious_critical: Number of confirmed serious or critical cases.</li>
	<li>total_cases_1M_pop: Total number of confirmed cases per million inhabitants.</li>
	<li>total_deaths_1M_pop: Total number of confirmed deaths per million inhabitants.</li>
	<li>total_tests: Number of tests performed.</li>
	<li>tests_1M_pop: Number of tests performed&nbsp;per million inhabitants.&nbsp;</li>
</ul>"
zenodo.3749559	Epidemiology	2	3	0.666666667	Epidemiology	"['Transmission', 'Prevention']"		COVID-19_WORLD_2020	"This dataset contains quantitative data on the evolution of the COVID-19 pandemic of early 2020.&nbsp;The data has been obtained from the web https://www.worldometers.info/coronavirus with web scraping techniques (published on&nbsp;https://github.com/dmar10862/uoc_tipologia_y_ciclo_de_vida_de_los_datos_practica_1.git). 

Each row&nbsp;in the dataset is identified by the country&nbsp;and date. The columns are as follows: 

<ul>
	<li>total_cases: Total number of confirmed cases.</li>
	<li>new_cases: Number of new cases confirmed compared to the previous day.</li>
	<li>total_deaths: Total number of confirmed deaths.</li>
	<li>new_deaths: Number of new deaths confirmed compared to the previous day.</li>
	<li>total_recovered: Number of confirmed cases recovered.</li>
	<li>active_cases: Number of confirmed active cases.</li>
	<li>servious_critical: Number of confirmed serious or critical cases.</li>
	<li>total_cases_1M_pop: Total number of confirmed cases per million inhabitants.</li>
	<li>total_deaths_1M_pop: Total number of confirmed deaths per million inhabitants.</li>
	<li>total_tests: Number of tests performed.</li>
	<li>tests_1M_pop: Number of tests performed&nbsp;per million inhabitants.&nbsp;</li>
</ul>"
zenodo.3749747	Epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Forecasting']"	Both	Measures to mitigate the spread of COVID-19 in Switzerland	"Since February 25, 2020 Switzerland has been affected by COVID-19. Modelling predictions show that this pandemic will not stop on its own and that stringent migitation strategies are needed. Switzerland has implemented a series of measures both at cantonal and federal level. On March 16, 2020 the Federal Council of Switzerland declared &ldquo;extraordinary situation&rdquo; and introduced a series of stringent measures. This includes the closure of schools, restaurants, bars, businesses with close contact (e.g. hair dressers), entertainment or leisure facilities. Incoming cross-border mobility from specific countries is also restricted to Swiss citizens, residency holders or work commuters. As of March 20, 2020 mass gatherings of more than five people are also banned. Already in early March various cantons had started to ban events of various sizes and have restricted or banned access to short- and long-term care facilites and day care centers.&nbsp; 

The aim of this project is to collect and categorize these control measures implemented and provide a continously updated data set, which can be used for modelling or visualization purposes. Please use the newest version available.&nbsp; 

We collect the date/duration and level of the most important measures taken in response to COVID-19 from official cantonal and federal press releases. A description of the measures, the levels as well as the newest version of data dataset can be found <a href=""https://github.com/baffelli/covid-2019-measures"">here</a>.&nbsp; "
zenodo.3753552	Clinical	3	3	1	Clinical	"['Forecasting', 'Behavioral Research', 'Information Sciences']"	Algorithm	Stable psychological traits predict perceived stress related to the COVID-19 outbreak	"This repository contains the raw dataset associated to the scientific&nbsp;article &quot;Stable psychological traits predict psychological perceived stress to COVID-19 outbreak&rdquo;, by L. Flesia, V. Fietta, B. Segatto, M. Monaro. Data are contained in the excel file and organized as follows: 

- the entire dataset used by the authors to perform statistical analysis 

- the training set used by the authors to train and validate ML models 

- the test set used by the authors to test the ML models 

The &quot;Legend&quot; file contains the description of each variable in the excel file. 

The step by step instructions to replicate the results of ML classification models, which are reported in the paper, including two .arff files containing the training and test set od data that can be directly run in WEKA software 3.9. 

The &quot;COVID-19 QUESTIONNAIRE&quot; file contains the English version of the questions administered to participants. "
zenodo.3754719	Transmission	2	3	0.666666667	Transmission	"['Mechanism', 'Treatment']"	Algorithm--Mechanism	Dysregulation in mTOR/HIF-1 signaling identified by proteo-transcriptomics of SARS- CoV-2 infected cells - Proteomic data obtained with Huh-7 cells	"Cultured human Huh-7 cells were infected with SARS-CoV-2 and harvested after 24, 48 and 72 h. The extracted proteins were processed in triplicates preparing for mass spectrometric analysis. Data acquisition was completed, including&nbsp;control samples&nbsp;of non-infected cells, following isobaric tandem mass tag (TMT) chemical labeling and on-line fractionation of the 12 combined biological replicates. The resulted vendor specific raw files (Thermo Scientific) of 12 fractions are provided. 

The data is further analyzed in order to identify regulated proteins upon SARS-CoV-2 infection to understand the underlying biological processes through pathway analysis. Additional details about the study is going to be completed in the manuscript already submitted for publication. "
zenodo.3755835	Transmission	2	3	0.666666667	Transmission	['Mechanism']	Algorithm	SIRAH-CoV2  initiative: Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M)	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M).&nbsp;Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in&nbsp;<a href=""https://pubs.acs.org/doi/10.1021/acs.jctc.9b00006"">Machado et al. JCTC 2019</a>, adding 150 mM NaCl according to&nbsp;<a href=""https://pubs.acs.org/doi/10.1021/acs.jctc.9b00953"">Machado &amp; Pantano JCTC 2020</a>.&nbsp; 

The files 6M3M_SIRAHcg_rawdata.tar&nbsp;contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing&nbsp;CG trajectories using&nbsp;<a href=""https://academic.oup.com/bioinformatics/article/32/10/1568/1743152"">SirahTools</a>&nbsp;can be found at www.sirahff.com. 

Additionally, the&nbsp;file&nbsp;6M3M_SIRAHcg_10us_prot.tar&nbsp;contains only the protein coordinates, while&nbsp;6M3M_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns. 

To take a quick look at the trajectory: 

1- Untar&nbsp;the file&nbsp;6M3M_SIRAHcg_10us_prot_skip10ns.tar 

2- Open the trajectory on VMD using the command line: 

vmd 6W4B_SIRAHcg_prot.prmtop 6W4B_SIRAHcg_prot.ncrst 6W4B_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl 

Note that you can use normal VMD drawing methods as vdw, licorice, etc.,&nbsp;and coloring by&nbsp;restype, element, name, etc.&nbsp; 

This dataset is part of the SIRAH-CoV2&nbsp;initiative. 

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy). "
zenodo.3756937	Diagnosis	2	3	0.666666667	Diagnosis	"['Mechanism', 'Transmission']"	Neither--molecular epidemiology	"Selectomic and Evolvability Analyses of the Highly Pathogenic Betacoronaviruses SARS-CoV-2, SARS-CoV, and MERS-CoV"	"SARS-CoV-2, the causative agent of COVID-19, is widespread in several countries around the world following its late 2019 emergence in humans. We determined the SARS-CoV-2 selectome by calculating rates of pervasive and episodic diversifying selection for every amino acid coding position in the SARS-CoV-2 genome. To provide context for evolutionary dynamics of a highly pathogenic betacoronavirus following a zoonotic spillover into human hosts, we also determined the selectomes of SARS-CoV and MERS-CoV, and performed evolvability calculations for SARS-CoV-2 based on SARS-CoV. &nbsp;These findings provide a comprehensive view of zoonotic, highly pathogenic betacoronavirus evolutionary dynamics that can be directly applied to diagnostic assay and vaccine design for SARS-CoV-2. "
zenodo.3757554	Virus Detection	2	3	0.666666667	Diagnosis	"['Prevention', 'Forecasting', 'Information Sciences']"	Algorithm--Information Sciences	Coronavirus COVID-19 (2019-nCoV) Data Repository for Africa	"The purpose of this repository is to collate data on the ongoing coronavirus pandemic in Africa. Our goal is to record detailed information on each reported case in every African country. We want to build a line list &ndash; a table summarizing information about people who are infected, dead, or recovered. The table for each African country would include demographic, location, and symptom (where available) information for each reported case. The data will be obtained from official sources (e.g., WHO, departments of health, CDC etc.) and unofficial sources (e.g., news). Such a dataset has many uses, including studying the spread of COVID-19 across Africa and assessing similarities and differences to what&rsquo;s being observed in other regions of the world. 

See the repo here&nbsp;<a href=""https://github.com/dsfsi/covid19africa"">https://github.com/dsfsi/covid19africa</a> "
zenodo.3757554	Epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Forecasting', 'Information Sciences']"	Both	Coronavirus COVID-19 (2019-nCoV) Data Repository for Africa	"The purpose of this repository is to collate data on the ongoing coronavirus pandemic in Africa. Our goal is to record detailed information on each reported case in every African country. We want to build a line list &ndash; a table summarizing information about people who are infected, dead, or recovered. The table for each African country would include demographic, location, and symptom (where available) information for each reported case. The data will be obtained from official sources (e.g., WHO, departments of health, CDC etc.) and unofficial sources (e.g., news). Such a dataset has many uses, including studying the spread of COVID-19 across Africa and assessing similarities and differences to what&rsquo;s being observed in other regions of the world. 

See the repo here&nbsp;<a href=""https://github.com/dsfsi/covid19africa"">https://github.com/dsfsi/covid19africa</a> "
zenodo.3759869	Behavioral Research	2	3	0.666666667	Behavioral Research	['Prevention']	Curator / Economics		
zenodo.3763421	Clinical	2	3	0.666666667	Clinical	['Diagnosis']	Both	Lung ultrasonography features and risk stratification in 80 patients with COVID-19: a prospective observational cohort study	"<strong>Background</strong> 
Point-of-care lung ultrasound (LUS) is a promising and pragmatic risk stratification tool in COVID-19. This study describes and compares early LUS characteristics across of range of clinical outcomes. 
<strong>Method</strong> 
Prospective observational study of PCR-confirmed COVID-19 patients in the emergency department (ED) of Lausanne University Hospital. A trained physician recorded LUS images using a standardized protocol. Two experts retrospectively reviewed images blinded to patient outcome. We describe and compare early LUS findings (acquired within 24hours of presentation at the ED) between patient groups based on their outcome at 7-days after inclusion:&nbsp; 1) self-resolving outpatients, 2) hospitalised and 3) intubated/death. The LUS score was used to discriminate between groups. 
<strong>Findings</strong> 
Between March 6 and April 3 2020, we included 80 patients (18 outpatients, 41 hospitalized and 21 intubated/dead). 73 patients (91%) had abnormal LUS (72% outpatients, 95% hospitalised and 100% intubated/death; p=0.004). The proportion of involved zones was lower in outpatients compared with other groups (median&nbsp; 30% [IQR 0-40%], 44% [33-70%] and 70% [50-88%], p&lt;0.001). Predominant abnormal patterns were bilateral and multifocal spread thickening of the pleura with pleural line irregularities (77%), confluent B lines (66%) and pathologic B lines (55%). Posterior inferior zones were more often affected. Median LUS score had a good level of discrimination between outpatients and others with area under the ROC of 0.80 (95% CI 0.66-0.95). 
<strong>Interpretation</strong> 
Systematic LUS is a reliable, cheap and easy-to-use triage tool for the early stratification of risk in COVID-19 patients presenting at emergency departments. 
<strong>Funding</strong> 
Leenaards Foundation "
zenodo.3763421	Risk Factors	2	3	0.666666667	Clinical	['Diagnosis']	Both	Lung ultrasonography features and risk stratification in 80 patients with COVID-19: a prospective observational cohort study	"<strong>Background</strong> 

Point-of-care lung ultrasound (LUS) is a promising and pragmatic risk stratification tool in COVID-19. This study describes and compares early LUS characteristics across of range of clinical outcomes. 

<strong>Method</strong> 

Prospective observational study of PCR-confirmed COVID-19 patients in the emergency department (ED) of Lausanne University Hospital. A trained physician recorded LUS images using a standardized protocol. Two experts retrospectively reviewed images blinded to patient outcome. We describe and compare early LUS findings (acquired within 24hours of presentation at the ED) between patient groups based on their outcome at 7-days after inclusion:&nbsp; 1) self-resolving outpatients, 2) hospitalised and 3) intubated/death. The LUS score was used to discriminate between groups. 

<strong>Findings</strong> 

Between March 6 and April 3 2020, we included 80 patients (18 outpatients, 41 hospitalized and 21 intubated/dead). 73 patients (91%) had abnormal LUS (72% outpatients, 95% hospitalised and 100% intubated/death; p=0.004). The proportion of involved zones was lower in outpatients compared with other groups (median&nbsp; 30% [IQR 0-40%], 44% [33-70%] and 70% [50-88%], p&lt;0.001). Predominant abnormal patterns were bilateral and multifocal spread thickening of the pleura with pleural line irregularities (77%), confluent B lines (66%) and pathologic B lines (55%). Posterior inferior zones were more often affected. Median LUS score had a good level of discrimination between outpatients and others with area under the ROC of 0.80 (95% CI 0.66-0.95). 

<strong>Interpretation</strong> 

Systematic LUS is a reliable, cheap and easy-to-use triage tool for the early stratification of risk in COVID-19 patients presenting at emergency departments. 

<strong>Funding</strong> 

Leenaards Foundation "
zenodo.3775672	Epidemiology	2	3	0.666666667	Epidemiology	"['Transmission', 'Prevention', 'Forecasting']"	Both	Data and code for changes in contact patterns shape the dynamics of the novel coronavirus disease 2019 outbreak in China	Data and code for the paper &quot;changes in contact patterns shape the dynamics of the novel coronavirus disease 2019 outbreak in China&quot; published in Science. 
zenodo.3780182	Clinical	2	3	0.666666667	Clinical	['Diagnosis']	Algorithm	COVID-19 PCR Test Results from Wales	"Test results from the Laboratory Information Management System for COVID19 tests (coronavirus SARS CoV2 PCR and coronavirus PCR tests). Details tests, outcomes, and some clinically relevant patient information about Covid19 Tests in Wales. 

Access Request Process:&nbsp;https://saildatabank.com/application-process/ "
zenodo.3782480	Epidemiology	2	3	0.666666667	Epidemiology	['Prevention']	Curator		
zenodo.3783510	Virus Detection	2	3	0.666666667	Diagnosis	"['Mechanism', 'Treatment']"	Both	"The transcriptomic profiling of COVID-19 compared to  SARS, MERS, Ebola, and H1N1"	"<strong>COVID-19 </strong>pandemic is a global crisis that threatens our way of life. As of April 29, 2020, COVID-19 has claimed more than 200,000 lives, with a global mortality rate of ~7% and recovery rate of ~30%. Understanding the interaction of cellular targets to the SARS-CoV2 infection is crucial for therapeutic development. Therefore, the aim of this study was to perform a comparative analysis of transcriptomic signatures of infection of COVID-19 compared to different respiratory viruses (Ebola, H1N1, MERS-CoV, and SARS-CoV), to determine unique anti-COVID1-19 gene signature. We identified for the first time molecular pathways for Heparin-binding, RAGE, miRNA, and PLA2 inhibitors, to be associated with SARS-CoV2 infection. The <em>NRCAM</em>&nbsp;and <em>SAA2</em>&nbsp;that are involved in severe inflammatory response, and <em>FGF1</em>&nbsp;and <em>FOXO1</em>genes, which are associated with immune regulation, were found to be associated with a cellular gene response to COVID-19 infection. Moreover, several cytokines, most significantly the <em>IL-8</em>, <em>IL-6</em>, demonstrated key associations with COVID-19 infection. Interestingly, the only response gene that was shared between the five viral infections was <em>SERPINB1</em>. The PPI study sheds light on genes with high interaction activity that COVID-19 shares with other viral infections. The findings showed that the genetic pathways associated with Rheumatoid arthritis, AGE-RAGE signaling system, Malaria, Hepatitis B, and Influenza A were of high significance. We found that the virogenomic transcriptome of infection, gene modulation of host antiviral responses, and GO terms of both COVID-19 and Ebola are more similar compared to SARS, H1N1, and MERS. This work compares the virogenomic signatures of highly pathogenic viruses and provides valid targets for potential therapy against COVID-19. 

<strong>Supplementary tables and figures</strong> 

<strong>Figure 1</strong>&nbsp;: Significant DEGs across the five&nbsp;transcriptomic&nbsp;profiles , corresponding genes, chromosome locations, gene expression &nbsp;and significance scores. The DEGs related genes and chromosomal location (A). The DEGs information regarding host response to COVID-19 (B), Ebola (C), MERS-CoV (D) , H1N1 (E) and SARS-CoV (F) viral infections. The pvalues were scaled were scaled across gene profiles according to maximum and minimum values (ppvalue). The circles size and color is linked to DEGs significance and gene expression (LogFC) scores, respectively. 

<strong>Figure 2 : </strong>Analysis of the gene enrichment of DEGs correlated with the host response to COVID-19. Categories of GO terms (A), significance scores (-10log-pvalue) (B), and number of associated DEGs (C). The COVID-19-associated DEGs &nbsp;(D), status across the studied infectious diseases (E), and selected linked GO terms (F). 

<strong>Figure 3: </strong>The Venn diagram of viral associated genes. The number of uniquely shared genes associated with the host response to COVID-19, Ebola, H1N1, MERS-CoV, and SARS-CoV viral infections. 

<strong>Figure 4: </strong>The Venn diagram of viral associated GO terms. The number of uniquely shared GO terms of DEGs associated with the host response across COVID-19, Ebola, H1N1, MERS-CoV, and SARS-CoV viral infections. 

<strong>Figure 5: </strong>The PPIs network of DEGs associated with COVID-19. The PPI of host expressed DEGs under COVID-19 infection. DEGs shared between COVID-19 and Ebola, H1N1, MERS-CoV, and SARS-CoV are color-coded according to kind of infection. The gene node size is relative to its interaction activity. DEGs are collected in different groups according to their level of interaction activity. 
&nbsp; 

<strong>Figure 6: </strong>The PPIs network and gene enrichment analysis of highly interactive genes associated with COVID-19. 

<strong>Figure S1 :</strong>&nbsp;The PPI network and gene enrichment analysis of the 173 genes that characterized the host response of COVID-19. 

<strong>Figure S2: </strong>The PPI network and gene enrichment analysis of the 58 genes that are uniquely shared between COVID -19 and Ebola viral infections . 

<strong>Figure S3 : </strong>The PPI network and gene enrichment analysis of the 51 genes that are uniquely shared between COVID-19 and MERS-CoV&nbsp;viral infections. 

<strong>Figure S4 : </strong>The PPI network and gene enrichment analysis of the 31 genes that are uniquely shared between COVID-19, Ebola, and MERS-CoV &nbsp;viral infections. 

<strong>Figure S5</strong>&nbsp;: The gene expression heatmap of genes COVID-19 shares with different viral infections. 

<strong>Figure S6 : </strong>The PPI network and gene enrichment analysis of genes that are differentially expressed across studied viral infections and shared with COVID-19. 

<strong>Table </strong><strong>S</strong><strong>1 : </strong>The data information used in this study. 

<strong>Table S</strong><strong>2</strong>: The information of DEGs associated the host response of COVID-19, Ebola, H1N1, MERS-CoV, and SARS-CoV viral infections. 

<strong>Table S</strong><strong>3</strong>: The Venn analysis results of DEGs and GO terms uniquely shared across of COVID-19, Ebola, H1N1, MERS-CoV, and SARS-CoV viral infections. 

<strong>Table S</strong><strong>4</strong>: Selected gene enrichment analysis of uniquely shared group of genes across the host response of COVID-19, Ebola, H1N1, MERS-CoV, and SARS-CoV viral infections. 

<strong>Table S</strong><strong>5</strong>: The gene expression information of DEGs that COVID-19 share with the studied infectious diseases. 

<strong>Table S</strong><strong>6</strong>: Selected gene enrichment analysis of uniquely shared group of GO terms across the host response of COVID-19 and studied viral infections. "
zenodo.3783636	Clinical	2	3	0.666666667	Clinical	"['Diagnosis', 'Treatment']"	Clinical	Not only pulmonary rehabilitation for critically ill patients with COVID-19	"<strong>Background</strong> 

Prolonged immobility in COVID-19 patients in mechanical ventilation combined with the infection-mediated harmful immune response can be responsible of peripheral nervous system complications, such as Intensive Care Unit Acquired Weakness (ICU-AW). We report preliminary findings of our monocentric prospective study. 

<strong>Method</strong> 

Prospective observational study of PCR-confirmed COVID-19 patients in mechanical ventilation in the Intensive Care Unit of Azienda Ospedaliero Universitaria Careggi (Firenze).&nbsp;We evaluated: 1. muscle power grading on motor response to nociceptive stimuli by means of MRC; 2. nerve conduction velocities, compound muscle action potentials (CMAP) and sensory nerve action potentials (SNAP) of six motor and four sensitive nerves in bilateral upper and lower limbs; 3. spontaneous muscle activity in bilateral tibialis anterior and biceps by needle. The presence of combined critical illness polyneuropathy and myopathy (CIPNM) was defined by very low amplitude of CMAP and/or SNAP on neurophysiological evaluation with normal or mildly reduced nerve conduction velocities, combined with myopathic features on needle electromyography.&nbsp;Data about pre-existing comorbidities such as diabetes and hypertension were also collected. 

<strong>Findings</strong> 

Between March 23 March 2020 to 10 April 2020, we performed ENG studies in 9 patients. Based on clinical examination&nbsp;ICU-AW (MRC score &lt;48/60) was present in all 9 patients. Four of them had diagnosis of CIPNM at neurophysiological evaluation, and 3 of the remaining 5 patients presented neurophysiological findings consistent with common peroneal nerve compression 

<strong>Interpretation</strong> 

The present findings suggest that in critically ill patients affected by COVID-19 functional motor deficits are highly prevalent and should be searched for. ICU-AW have been found to negatively affect weaning from mechanical ventilation long-term outcome&nbsp;and increase in-hospital mortality of critical patients. Early recognition of these complications could help clinicians to plan an appropriate neuromotor rehabilitation (e.g. by early passive limbs mobilization and posture changes) for improving respiratory function and clinical outcome. 

<strong>Funding</strong> 

None 

&nbsp; "
zenodo.3784400	Classical epidemiology	2	3	0.666666667	Epidemiology	"['Forecasting', 'Information Sciences']"	Both		
zenodo.3784400	Transmission	2	3	0.666666667	Transmission	"['Forecasting', 'Information Sciences']"	Algorithm		
zenodo.3788733	Classical epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Forecasting', 'Environment', 'Information Sciences']"	Both	Why has the number of COVID-19 confirmed cases in Africa been insignificant compared to other regions? A descriptive analysis	"Method 

The dataset contains several confirmed COVID-19 cases, number of deaths, and death rate in six regions. The objective of the study&nbsp;is to compare the number of confirmed cases in Africa&nbsp;to other regions.&nbsp; 

Death rate = Total number of deaths from COVID-19 divided by the Total Number&nbsp;of infected patients. 

The study&nbsp;provides evidence for the country-level in six regions by&nbsp;the World Health Organisation&#39;s classification. 

Findings 

Based on the descriptive data provided above, we conclude that the lack of tourism is one of the key reasons why COVID-19 reported cases are low in Africa compared to other regions. We also justified this claim by providing evidence from the economic freedom index, which indicates that the vast majority of African countries recorded a low index for a business environment. On the other hand, we conclude that the death rate is higher in the African region compared to other regions. This points to issues concerning health-care expenditure, low capacity for testing for COVID-19, and poor infrastructure in the region. 

Apart from COVID-19, there are significant pre-existing diseases, namely; Malaria, Flu, HIV/AIDS, and Ebola in the continent. This study, therefore, invites the leaders to invest massively in the health-care system, infrastructure, and human capital in order to provide a sustainable environment for today and future generations. Lastly, policy uncertainty has been a major issue in determining a sustainable development goal on the continent. This uncertainty has differentiated Africa to other regions in terms of stepping up in the time of global crisis. 

&nbsp; "
zenodo.3799740	Risk Factors	3	3	1	Clinical	"['Diagnosis', 'Treatment']"	Curator	"Epidemiology, risk factors and clinical course of SARS-CoV-2 infected patients in a Swiss university hospital: an observational retrospective study"	"This is the dataset of the study called &quot;Epidemiology, risk factors and clinical course of SARS-CoV-2 infected patients in a Swiss university hospital: an observational retrospective study&quot;.&nbsp; 
 
<strong>Abstract:&nbsp;</strong> 

Background 
Coronavirus disease 2019 (COVID-19) is now a global pandemic with Europe and the USA at its epicenter. Little is known about risk factors for progression to severe disease in Europe. This study aims to describe the epidemiology of COVID-19 patients in a Swiss university hospital. 

Methods 
This retrospective observational study included all adult patients hospitalized with a laboratory confirmed SARS-CoV-2 infection from March 1 to March 25, 2020. We extracted data from electronic health records. The primary outcome was the need to mechanical ventilation at day 14.&nbsp; We used multivariate logistic regression to identify risk factors for mechanical ventilation. Follow-up was of at least 14 days.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 
 
Results 
200 patients were included, of whom 37 (18&middot;5%) needed mechanical ventilation at 14 days. The median time from symptoms onset to mechanical ventilation was 9&middot;5 days (IQR 7.00, 12.75). Multivariable regression showed increased odds of mechanical ventilation in males (3.26, 1.21-9.8; p=0.025), in patients who presented with a qSOFA score &ge;2 (6.02, 2.09-18.82; p=0.001), with bilateral infiltrate (5.75, 1.91-21.06; p=0.004) or with a CRP of 40 mg/l or greater (4.73, 1.51-18.58; p=0.013).&nbsp;&nbsp;&nbsp;&nbsp; 
 
Conclusions 
This study gives some insight in the epidemiology and clinical course of patients admitted in a European tertiary hospital with SARS-CoV-2 infection. Male sex, high qSOFA score, CRP of 40 mg/l or greater and a bilateral radiological infiltrate could help clinicians identify patients at high risk for mechanical ventilation. "
zenodo.3799740	Epidemiology	3	3	1	Epidemiology	"['Diagnosis', 'Treatment']"	Both	"Epidemiology, risk factors and clinical course of SARS-CoV-2 infected patients in a Swiss university hospital: an observational retrospective study"	"This is the dataset of the study called &quot;Epidemiology, risk factors and clinical course of SARS-CoV-2 infected patients in a Swiss university hospital: an observational retrospective study&quot;.&nbsp; 
 
<strong>Abstract:&nbsp;</strong> 

Background 
Coronavirus disease 2019 (COVID-19) is now a global pandemic with Europe and the USA at its epicenter. Little is known about risk factors for progression to severe disease in Europe. This study aims to describe the epidemiology of COVID-19 patients in a Swiss university hospital. 

Methods 
This retrospective observational study included all adult patients hospitalized with a laboratory confirmed SARS-CoV-2 infection from March 1 to March 25, 2020. We extracted data from electronic health records. The primary outcome was the need to mechanical ventilation at day 14.&nbsp; We used multivariate logistic regression to identify risk factors for mechanical ventilation. Follow-up was of at least 14 days.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 
 
Results 
200 patients were included, of whom 37 (18&middot;5%) needed mechanical ventilation at 14 days. The median time from symptoms onset to mechanical ventilation was 9&middot;5 days (IQR 7.00, 12.75). Multivariable regression showed increased odds of mechanical ventilation in males (3.26, 1.21-9.8; p=0.025), in patients who presented with a qSOFA score &ge;2 (6.02, 2.09-18.82; p=0.001), with bilateral infiltrate (5.75, 1.91-21.06; p=0.004) or with a CRP of 40 mg/l or greater (4.73, 1.51-18.58; p=0.013).&nbsp;&nbsp;&nbsp;&nbsp; 
 
Conclusions 
This study gives some insight in the epidemiology and clinical course of patients admitted in a European tertiary hospital with SARS-CoV-2 infection. Male sex, high qSOFA score, CRP of 40 mg/l or greater and a bilateral radiological infiltrate could help clinicians identify patients at high risk for mechanical ventilation. "
